"LYON ST EXUPERY, FR (FR069029001)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1936-06-10,,68,49,0.00,,
1936-06-11,,68,52,0.00,,
1936-06-12,,75,54,0.01,,
1936-06-13,,77,56,0.00,,
1936-06-14,,74,54,0.02,,
1936-06-15,,71,59,0.00,,
1936-06-16,,78,57,0.01,,
1936-06-17,,82,56,0.00,,
1936-06-18,,84,59,0.00,,
1936-06-19,,87,61,0.00,,
1936-06-20,,81,61,0.00,,
1936-06-21,,84,58,0.04,,
1936-06-22,,81,63,0.00,,
1936-06-23,,82,62,0.00,,
1936-06-24,,83,59,0.00,,
1936-06-25,,82,59,0.13,,
1936-06-26,,78,58,0.00,,
1936-06-27,,73,56,0.00,,
1936-06-28,,79,53,0.00,,
1936-06-29,,81,59,0.08,,
1936-06-30,,79,56,0.00,,
1936-07-01,,68,59,0.96,,
1936-07-02,,74,51,0.47,,
1936-07-03,,71,56,0.02,,
1936-07-04,,74,59,0.00,,
1936-07-05,,83,61,0.00,,
1936-07-06,,88,67,0.00,,
1936-07-07,,84,65,0.49,,
1936-07-08,,74,63,0.79,,
1936-07-09,,78,63,0.00,,
1936-07-10,,67,56,0.04,,
1936-07-11,,68,54,0.02,,
1936-07-12,,68,56,0.00,,
1936-07-13,,67,58,0.15,,
1936-07-14,,76,60,0.00,,
1936-07-15,,83,65,0.00,,
1936-07-16,,79,54,0.00,,
1936-07-17,,86,56,0.00,,
1936-07-18,,90,68,0.16,,
1936-07-19,,74,53,0.00,,
1936-07-20,,78,50,0.26,,
1936-07-21,,71,59,0.00,,
1936-07-22,,71,56,0.00,,
1936-07-23,,76,50,0.00,,
1936-07-24,,84,55,0.36,,
1936-07-25,,74,62,0.04,,
1936-07-26,,74,55,0.00,,
1936-07-27,,65,56,1.21,,
1936-07-28,,68,55,0.20,,
1936-07-29,,72,54,0.16,,
1936-07-30,,69,55,0.00,,
1936-07-31,,69,53,0.03,,
1936-08-01,,64,56,0.29,,
1936-08-02,,74,55,0.00,,
1936-08-03,,80,61,0.02,,
1936-08-04,,71,58,0.00,,
1936-08-05,,71,49,0.00,,
1936-08-06,,72,50,0.00,,
1936-08-07,,74,53,0.00,,
1936-08-08,,75,58,0.00,,
1936-08-09,,83,54,0.00,,
1936-08-10,,83,62,0.00,,
1936-08-11,,64,57,0.80,,
1936-08-12,,68,56,0.00,,
1936-08-13,,70,57,0.00,,
1936-08-14,,75,50,0.00,,
1936-08-15,,84,54,0.00,,
1936-08-16,,83,62,0.00,,
1936-08-17,,81,58,0.00,,
1936-08-18,,82,60,0.00,,
1936-08-19,,80,64,0.00,,
1936-08-20,,74,62,0.00,,
1936-08-21,,79,56,0.00,,
1936-08-22,,78,65,0.00,,
1936-08-23,,74,55,,,
1936-08-24,,74,52,,,
1936-08-25,,80,53,,,
1936-08-26,,80,57,,,
1936-08-27,,79,55,,,
1936-08-28,,84,53,,,
1936-08-29,,84,55,,,
1936-08-30,,81,52,,,
1936-08-31,,84,54,,,
1936-09-01,,76,60,0.00,,
1936-09-02,,86,51,0.00,,
1936-09-03,,87,58,0.13,,
1936-09-04,,74,63,0.16,,
1936-09-05,,76,60,0.00,,
1936-09-06,,69,53,0.00,,
1936-09-07,,78,49,0.00,,
1936-09-08,,68,52,0.03,,
1936-09-09,,69,54,0.00,,
1936-09-10,,74,49,0.03,,
1936-09-11,,75,57,0.00,,
1936-09-12,,81,52,0.13,,
1936-09-13,,82,59,0.30,,
1936-09-14,,72,58,0.02,,
1936-09-15,,69,48,0.00,,
1936-09-16,,66,49,0.00,,
1936-09-17,,70,47,0.57,,
1936-09-18,,65,56,0.22,,
1936-09-19,,76,57,0.02,,
1936-09-20,,83,61,0.00,,
1936-09-21,,81,58,0.43,,
1936-09-22,,75,61,0.00,,
1936-09-23,,77,57,0.24,,
1936-09-24,,75,62,0.31,,
1936-09-25,,74,60,0.10,,
1936-09-26,,70,,0.26,,
1936-09-27,,,51,0.65,,
1936-09-28,,53,47,0.17,,
1936-09-29,,54,43,0.00,,
1936-09-30,,54,38,,,
1936-10-01,,59,34,0.00,,
1936-10-02,,60,45,0.00,,
1936-10-03,,54,40,0.00,,
1936-10-04,,65,32,0.00,,
1936-10-05,,63,37,0.00,,
1936-10-06,,49,39,0.00,,
1936-10-07,,46,34,0.01,,
1936-10-08,,47,34,0.00,,
1936-10-09,,44,35,0.00,,
1936-10-10,,44,38,0.37,,
1936-10-11,,48,39,0.00,,
1936-10-12,,49,36,0.00,,
1936-10-13,,52,32,0.00,,
1936-10-14,,55,44,0.00,,
1936-10-15,,62,33,0.00,,
1936-10-16,,63,40,0.01,,
1936-10-17,,61,41,0.00,,
1936-10-18,,57,34,0.00,,
1936-10-19,,60,47,0.00,,
1936-10-20,,52,41,0.00,,
1936-10-21,,53,33,0.00,,
1936-10-22,,55,40,0.00,,
1936-10-23,,56,44,0.00,,
1936-10-24,,57,38,0.00,,
1936-10-25,,63,37,0.10,,
1936-10-26,,59,45,0.02,,
1936-10-27,,56,49,0.48,,
1936-10-28,,53,44,0.01,,
1936-10-29,,50,39,0.00,,
1936-10-30,,52,36,,,
1936-10-31,,56,40,,,
1936-11-01,,53,42,0.12,,
1936-11-02,,48,44,0.00,,
1936-11-03,,50,40,0.00,,
1936-11-04,,52,37,0.00,,
1936-11-05,,60,33,0.00,,
1936-11-06,,55,50,0.57,,
1936-11-07,,58,50,0.01,,
1936-11-08,,61,49,0.00,,
1936-11-09,,55,45,0.00,,
1936-11-10,,54,42,0.00,,
1936-11-11,,53,38,0.21,,
1936-11-12,,58,44,0.10,,
1936-11-13,,59,49,0.00,,
1936-11-14,,53,45,0.00,,
1936-11-15,,47,34,0.00,,
1936-11-16,,50,31,0.07,,
1936-11-17,,56,42,0.00,,
1936-11-18,,47,36,0.09,,
1936-11-19,,45,39,0.08,,
1936-11-20,,47,40,0.00,,
1936-11-21,,46,33,0.00,,
1936-11-22,,38,29,0.00,,
1936-11-23,,38,35,0.00,,
1936-11-24,,38,32,0.00,,
1936-11-25,,37,32,0.00,,
1936-11-26,,43,32,0.00,,
1936-11-27,,39,29,0.00,,
1936-11-28,,39,32,0.00,,
1936-11-29,,35,30,0.00,,
1936-11-30,,42,32,0.06,,
1936-12-01,,48,38,0.00,,
1936-12-02,,52,38,0.27,,
1936-12-03,,54,39,0.00,,
1936-12-04,,49,35,0.00,,
1936-12-05,,49,42,0.00,,
1936-12-06,,47,33,0.03,,
1936-12-07,,37,34,0.00,,
1936-12-08,,36,31,0.01,,
1936-12-09,,32,26,0.00,,
1936-12-10,,31,27,0.00,,
1936-12-11,,32,28,0.00,,
1936-12-12,,40,29,0.11,,
1936-12-13,,45,34,0.00,,
1936-12-14,,46,21,0.00,,
1936-12-15,,47,38,0.09,,
1936-12-16,,50,42,0.02,,
1936-12-17,,57,38,0.00,,
1936-12-18,,56,34,0.00,,
1936-12-19,,47,32,0.00,,
1936-12-20,,43,31,0.00,,
1936-12-21,,37,30,0.01,,
1936-12-22,,32,27,0.02,,
1936-12-23,,42,28,0.00,,
1936-12-24,,35,33,0.00,,
1936-12-25,,39,30,0.00,,
1936-12-26,,36,35,0.02,,
1936-12-27,,52,27,0.00,,
1936-12-28,,54,30,0.00,,
1936-12-29,,53,33,0.00,,
1936-12-30,,51,33,0.00,,
1936-12-31,,46,32,0.00,,
1937-01-01,,47,31,0.15,,
1937-01-02,,46,29,0.04,,
1937-01-03,,42,26,0.01,,
1937-01-04,,53,35,0.00,,
1937-01-05,,48,37,0.15,,
1937-01-06,,44,30,0.07,,
1937-01-07,,52,39,0.03,,
1937-01-08,,45,33,0.00,,
1937-01-09,,37,30,0.00,,
1937-01-10,,33,20,0.00,,
1937-01-11,,45,26,0.00,,
1937-01-12,,52,28,0.00,,
1937-01-13,,43,27,0.00,,
1937-01-14,,51,31,0.12,,
1937-01-15,,51,42,0.00,,
1937-01-16,,54,29,0.01,,
1937-01-17,,51,36,0.01,,
1937-01-18,,50,35,0.38,,
1937-01-19,,56,46,0.02,,
1937-01-20,,51,35,0.00,,
1937-01-21,,54,33,0.00,,
1937-01-22,,56,49,0.00,,
1937-01-23,,57,46,0.00,,
1937-01-24,,59,50,0.01,,
1937-01-25,,57,47,0.16,,
1937-01-26,,57,32,0.31,,
1937-01-27,,56,39,0.07,,
1937-01-28,,54,43,0.32,,
1937-01-29,,51,44,0.09,,
1937-01-30,,56,37,0.00,,
1937-01-31,,55,39,1.00,,
1937-02-01,,48,45,0.67,,
1937-02-02,,52,38,0.00,,
1937-02-03,,59,28,0.00,,
1937-02-04,,63,49,0.01,,
1937-02-05,,56,49,0.11,,
1937-02-06,,53,42,0.00,,
1937-02-07,,54,32,0.20,,
1937-02-08,,53,39,0.24,,
1937-02-09,,48,41,0.05,,
1937-02-10,,46,38,0.07,,
1937-02-11,,45,41,0.33,,
1937-02-12,,43,32,0.00,,
1937-02-13,,46,32,0.19,,
1937-02-14,,47,40,0.00,,
1937-02-15,,56,31,0.00,,
1937-02-16,,55,35,0.07,,
1937-02-17,,47,36,0.07,,
1937-02-18,,44,38,0.09,,
1937-02-19,,47,35,0.24,,
1937-02-20,,49,45,0.06,,
1937-02-21,,48,40,0.11,,
1937-02-22,,54,41,0.11,,
1937-02-23,,46,34,0.00,,
1937-02-24,,46,31,0.08,,
1937-02-25,,61,42,0.10,,
1937-02-26,,54,39,0.00,,
1937-02-27,,57,44,0.16,,
1937-02-28,,43,35,0.03,,
1937-03-01,,44,33,0.06,,
1937-03-02,,43,31,0.00,,
1937-03-03,,46,25,0.00,,
1937-03-04,,45,33,0.25,,
1937-03-05,,50,38,0.10,,
1937-03-06,,53,31,0.11,,
1937-03-07,,60,43,0.11,,
1937-03-08,,54,37,0.08,,
1937-03-09,,49,43,0.04,,
1937-03-10,,49,36,0.00,,
1937-03-11,,57,33,1.52,,
1937-03-12,,53,40,0.06,,
1937-03-13,,61,40,0.24,,
1937-03-14,,54,41,0.12,,
1937-03-15,,52,40,0.02,,
1937-03-16,,58,32,0.00,,
1937-03-17,,58,49,0.00,,
1937-03-18,,58,44,0.67,,
1937-03-19,,48,43,1.15,,
1937-03-20,,47,42,0.22,,
1937-03-21,,54,32,0.00,,
1937-03-22,,42,34,1.15,,
1937-03-23,,44,35,0.07,,
1937-03-24,,40,29,0.11,,
1937-03-25,,45,35,0.02,,
1937-03-26,,46,39,0.52,,
1937-03-27,,50,39,0.00,,
1937-03-28,,46,32,,,
1937-03-29,,49,30,,,
1937-03-30,,47,35,,,
1937-03-31,,51,30,,,
1937-04-01,,60,29,0.06,,
1937-04-02,,55,45,0.69,,
1937-04-03,,52,43,0.06,,
1937-04-04,,55,42,0.04,,
1937-04-05,,62,40,0.00,,
1937-04-06,,60,46,0.04,,
1937-04-07,,65,47,0.13,,
1937-04-08,,60,44,0.00,,
1937-04-09,,71,39,0.00,,
1937-04-10,,69,51,0.08,,
1937-04-11,,64,36,0.00,,
1937-04-12,,66,44,0.37,,
1937-04-13,,62,48,0.01,,
1937-04-14,,60,46,0.00,,
1937-04-15,,57,48,0.04,,
1937-04-16,,62,48,0.07,,
1937-04-17,,58,46,0.01,,
1937-04-18,,53,44,0.13,,
1937-04-19,,56,40,0.00,,
1937-04-20,,59,40,0.40,,
1937-04-21,,56,46,0.01,,
1937-04-22,,52,41,0.05,,
1937-04-23,,60,46,0.00,,
1937-04-24,,60,46,,,
1937-04-25,,58,36,,,
1937-04-26,,52,38,,,
1937-04-27,,50,38,,,
1937-04-28,,57,34,,,
1937-04-29,,62,37,,,
1937-04-30,,64,39,,,
1937-05-01,,63,40,0.09,,
1937-05-02,,66,40,0.00,,
1937-05-03,,70,42,0.02,,
1937-05-04,,65,46,0.02,,
1937-05-05,,62,46,0.00,,
1937-05-06,,64,46,0.00,,
1937-05-07,,65,41,0.00,,
1937-05-08,,71,41,0.23,,
1937-05-09,,70,52,0.06,,
1937-05-10,,69,46,0.00,,
1937-05-11,,68,56,0.50,,
1937-05-12,,68,45,0.00,,
1937-05-13,,63,46,0.00,,
1937-05-14,,70,40,0.00,,
1937-05-15,,71,55,0.00,,
1937-05-16,,75,51,0.00,,
1937-05-17,,72,56,0.06,,
1937-05-18,,69,50,0.28,,
1937-05-19,,72,49,0.00,,
1937-05-20,,67,50,1.04,,
1937-05-21,,58,52,0.22,,
1937-05-22,,67,44,0.00,,
1937-05-23,,74,45,0.00,,
1937-05-24,,77,51,0.00,,
1937-05-25,,82,53,0.00,,
1937-05-26,,82,55,0.03,,
1937-05-27,,73,58,0.00,,
1937-05-28,,78,54,0.00,,
1937-05-29,,83,57,0.00,,
1937-05-30,,84,58,0.00,,
1937-05-31,,83,58,0.03,,
1937-06-01,,71,60,1.31,,
1937-06-02,,71,56,0.00,,
1937-06-03,,70,50,0.00,,
1937-06-04,,73,49,0.00,,
1937-06-05,,81,50,0.00,,
1937-06-06,,79,60,0.00,,
1937-06-07,,73,63,0.03,,
1937-06-08,,78,56,0.02,,
1937-06-09,,85,56,0.00,,
1937-06-10,,88,62,0.00,,
1937-06-11,,88,63,0.00,,
1937-06-12,,81,63,0.00,,
1937-06-13,,83,61,0.00,,
1937-06-14,,81,62,0.00,,
1937-06-15,,76,59,0.00,,
1937-06-16,,65,52,0.00,,
1937-06-17,,70,47,0.00,,
1937-06-18,,69,49,0.11,,
1937-06-19,,73,49,0.21,,
1937-06-20,,68,49,0.00,,
1937-06-21,,72,50,0.00,,
1937-06-22,,76,49,0.00,,
1937-06-23,,80,58,0.39,,
1937-06-24,,77,59,0.17,,
1937-06-25,,71,59,0.00,,
1937-06-26,,72,59,0.00,,
1937-06-27,,73,56,0.06,,
1937-06-28,,72,60,0.39,,
1937-06-29,,68,57,0.20,,
1937-06-30,,67,51,0.00,,
1937-07-01,,72,47,0.00,,
1937-07-02,,81,51,0.00,,
1937-07-03,,86,56,0.00,,
1937-07-04,,84,57,0.02,,
1937-07-05,,79,62,0.00,,
1937-07-06,,84,60,0.00,,
1937-07-07,,81,66,0.00,,
1937-07-08,,79,60,0.00,,
1937-07-09,,82,56,0.00,,
1937-07-10,,75,60,0.00,,
1937-07-11,,69,53,0.00,,
1937-07-12,,69,54,0.00,,
1937-07-13,,76,59,0.05,,
1937-07-14,,86,60,0.00,,
1937-07-15,,79,62,0.17,,
1937-07-16,,74,60,0.00,,
1937-07-17,,75,55,0.00,,
1937-07-18,,79,55,0.00,,
1937-07-19,,84,59,0.00,,
1937-07-20,,86,60,0.00,,
1937-07-21,,87,60,0.00,,
1937-07-22,,84,67,0.00,,
1937-07-23,,85,60,0.00,,
1937-07-24,,93,60,0.00,,
1937-07-25,,82,64,0.00,,
1937-07-26,,78,60,0.00,,
1937-07-27,,79,57,0.00,,
1937-07-28,,85,51,0.00,,
1937-07-29,,82,57,0.00,,
1937-07-30,,90,59,0.00,,
1937-07-31,,88,64,0.30,,
1937-08-01,,66,61,0.32,,
1937-08-02,,79,58,0.00,,
1937-08-03,,83,58,0.00,,
1937-08-04,,84,59,0.00,,
1937-08-05,,86,57,0.00,,
1937-08-06,,89,54,0.00,,
1937-08-07,,96,66,0.00,,
1937-08-08,,94,67,0.00,,
1937-08-09,,92,64,0.63,,
1937-08-10,,83,63,0.00,,
1937-08-11,,86,58,0.00,,
1937-08-12,,82,62,0.53,,
1937-08-13,,77,63,0.19,,
1937-08-14,,79,62,0.10,,
1937-08-15,,70,59,0.00,,
1937-08-16,,71,56,0.00,,
1937-08-17,,81,51,0.00,,
1937-08-18,,81,62,0.00,,
1937-08-19,,79,60,0.00,,
1937-08-20,,74,60,0.00,,
1937-08-21,,72,53,0.00,,
1937-08-22,,67,49,0.00,,
1937-08-23,,71,51,0.00,,
1937-08-24,,76,58,0.00,,
1937-08-25,,74,55,0.00,,
1937-08-26,,81,55,0.00,,
1937-08-27,,78,58,0.00,,
1937-08-28,,76,54,0.00,,
1937-08-29,,75,59,0.19,,
1937-08-30,,79,60,0.00,,
1937-08-31,,81,54,,,
1937-09-01,,84,53,0.00,,
1937-09-02,,83,55,0.00,,
1937-09-03,,88,57,0.00,,
1937-09-04,,81,63,0.00,,
1937-09-05,,83,58,0.00,,
1937-09-06,,87,56,0.00,,
1937-09-07,,89,60,0.00,,
1937-09-08,,87,60,0.00,,
1937-09-09,,81,62,0.35,,
1937-09-10,,61,54,0.28,,
1937-09-11,,56,49,0.00,,
1937-09-12,,62,48,0.00,,
1937-09-13,,67,46,0.05,,
1937-09-14,,66,54,0.03,,
1937-09-15,,65,50,0.46,,
1937-09-16,,66,56,1.56,,
1937-09-17,,70,57,1.20,,
1937-09-18,,75,47,0.25,,
1937-09-19,,70,55,0.01,,
1937-09-20,,66,50,0.06,,
1937-09-21,,60,50,0.00,,
1937-09-22,,63,47,0.00,,
1937-09-23,,62,46,0.00,,
1937-09-24,,66,48,0.00,,
1937-09-25,,69,44,0.00,,
1937-09-26,,74,45,0.08,,
1937-09-27,,69,58,0.19,,
1937-09-28,,79,63,0.32,,
1937-09-29,,67,54,0.00,,
1937-09-30,,66,46,,,
1937-10-01,,75,45,0.00,,
1937-10-02,,75,61,0.27,,
1937-10-03,,73,60,0.01,,
1937-10-04,,65,59,0.02,,
1937-10-05,,58,49,0.00,,
1937-10-06,,56,49,0.39,,
1937-10-07,,54,50,0.00,,
1937-10-08,,57,50,0.04,,
1937-10-09,,61,47,0.00,,
1937-10-10,,56,48,0.00,,
1937-10-11,,58,45,0.00,,
1937-10-12,,52,39,0.00,,
1937-10-13,,56,32,0.00,,
1937-10-14,,56,34,0.00,,
1937-10-15,,59,45,0.00,,
1937-10-16,,59,46,0.00,,
1937-10-17,,51,38,0.00,,
1937-10-18,,49,44,0.00,,
1937-10-19,,62,37,0.00,,
1937-10-20,,61,36,0.04,,
1937-10-21,,63,44,0.00,,
1937-10-22,,67,44,0.82,,
1937-10-23,,61,51,1.06,,
1937-10-24,,58,42,0.00,,
1937-10-25,,63,39,0.00,,
1937-10-26,,73,58,0.00,,
1937-10-27,,78,56,0.00,,
1937-10-28,,73,51,0.04,,
1937-10-29,,68,53,0.00,,
1937-10-30,,60,50,0.04,,
1937-10-31,,60,43,0.44,,
1937-11-01,,55,48,0.50,,
1937-11-02,,56,44,0.00,,
1937-11-03,,53,45,0.00,,
1937-11-04,,53,48,0.00,,
1937-11-05,,50,39,0.00,,
1937-11-06,,54,29,0.00,,
1937-11-07,,64,34,0.00,,
1937-11-08,,64,43,0.00,,
1937-11-09,,60,,0.03,,
1937-11-10,,,35,0.02,,
1937-11-11,,45,36,0.13,,
1937-11-12,,45,31,0.00,,
1937-11-13,,47,30,0.00,,
1937-11-14,,37,24,0.00,,
1937-11-15,,37,30,0.00,,
1937-11-16,,42,27,0.48,,
1937-11-17,,55,30,0.08,,
1937-11-18,,56,38,0.05,,
1937-11-19,,53,44,0.50,,
1937-11-20,,56,33,0.00,,
1937-11-21,,52,40,0.01,,
1937-11-22,,56,39,0.00,,
1937-11-23,,53,30,0.00,,
1937-11-24,,46,34,0.37,,
1937-11-25,,45,40,0.01,,
1937-11-26,,44,28,0.00,,
1937-11-27,,38,25,0.08,,
1937-11-28,,40,32,0.00,,
1937-11-29,,33,23,,,
1937-11-30,,39,22,,,
1937-12-01,,47,24,0.36,,
1937-12-02,,50,35,0.18,,
1937-12-03,,47,39,0.24,,
1937-12-04,,42,38,0.28,,
1937-12-05,,48,36,0.37,,
1937-12-06,,47,33,0.19,,
1937-12-07,,50,40,0.04,,
1937-12-08,,59,44,0.02,,
1937-12-09,,60,37,0.24,,
1937-12-10,,42,27,0.00,,
1937-12-11,,40,21,0.00,,
1937-12-12,,38,28,0.04,,
1937-12-13,,43,28,0.07,,
1937-12-14,,47,36,0.00,,
1937-12-15,,49,,0.01,,
1937-12-16,,,31,0.17,,
1937-12-17,,36,32,0.00,,
1937-12-18,,38,32,0.01,,
1937-12-19,,38,29,0.09,,
1937-12-20,,34,28,0.03,,
1937-12-21,,41,18,0.08,,
1937-12-22,,44,33,0.00,,
1937-12-23,,42,29,0.00,,
1937-12-24,,45,37,0.00,,
1937-12-25,,44,38,,,
1937-12-26,,44,37,,,
1937-12-27,,36,31,,,
1937-12-28,,32,26,,,
1937-12-29,,28,23,,,
1937-12-30,,27,20,,,
1937-12-31,,30,23,,,
1938-01-01,,31,17,,,
1938-01-02,,31,26,0.00,,
1938-01-03,,29,15,0.00,,
1938-01-04,,24,13,0.00,,
1938-01-05,,25,17,0.00,,
1938-01-06,,28,20,0.02,,
1938-01-07,,39,24,0.01,,
1938-01-08,,41,35,0.15,,
1938-01-09,,48,39,0.04,,
1938-01-10,,49,37,0.00,,
1938-01-11,,48,36,0.03,,
1938-01-12,,49,34,0.01,,
1938-01-13,,56,32,0.01,,
1938-01-14,,57,33,0.00,,
1938-01-15,,53,40,0.17,,
1938-01-16,,51,32,0.00,,
1938-01-17,,47,37,0.19,,
1938-01-18,,43,41,0.00,,
1938-01-19,,48,33,0.05,,
1938-01-20,,48,33,0.00,,
1938-01-21,,46,34,0.00,,
1938-01-22,,48,38,0.00,,
1938-01-23,,44,40,0.00,,
1938-01-24,,42,40,0.01,,
1938-01-25,,46,35,0.06,,
1938-01-26,,48,35,0.06,,
1938-01-27,,45,40,0.09,,
1938-01-28,,40,30,0.22,,
1938-01-29,,54,36,0.11,,
1938-01-30,,51,38,0.11,,
1938-01-31,,46,35,0.00,,
1938-02-01,,49,32,0.12,,
1938-02-02,,44,35,0.07,,
1938-02-03,,48,34,0.00,,
1938-02-04,,47,36,0.00,,
1938-02-05,,55,27,0.00,,
1938-02-06,,56,27,0.00,,
1938-02-07,,53,27,0.00,,
1938-02-08,,53,24,0.00,,
1938-02-09,,48,29,0.01,,
1938-02-10,,47,37,0.11,,
1938-02-11,,41,35,0.04,,
1938-02-12,,34,31,0.37,,
1938-02-13,,35,32,0.01,,
1938-02-14,,33,28,0.00,,
1938-02-15,,35,25,0.00,,
1938-02-16,,33,21,0.00,,
1938-02-17,,35,18,0.00,,
1938-02-18,,40,26,0.00,,
1938-02-19,,41,25,0.00,,
1938-02-20,,38,23,0.00,,
1938-02-21,,39,20,0.00,,
1938-02-22,,46,22,0.00,,
1938-02-23,,45,24,0.00,,
1938-02-24,,56,27,0.00,,
1938-02-25,,55,32,0.00,,
1938-02-26,,55,44,0.08,,
1938-02-27,,52,44,0.06,,
1938-02-28,,54,31,0.00,,
1938-03-01,,58,32,0.00,,
1938-03-02,,54,40,0.00,,
1938-03-03,,56,35,0.00,,
1938-03-04,,63,39,0.00,,
1938-03-05,,59,34,0.00,,
1938-03-06,,67,29,0.00,,
1938-03-07,,64,31,0.00,,
1938-03-08,,62,33,0.00,,
1938-03-09,,66,29,0.00,,
1938-03-10,,46,35,0.00,,
1938-03-11,,60,43,0.00,,
1938-03-12,,60,36,0.00,,
1938-03-13,,58,30,0.00,,
1938-03-14,,59,29,0.00,,
1938-03-15,,65,32,0.00,,
1938-03-16,,68,33,0.00,,
1938-03-17,,66,33,0.00,,
1938-03-18,,65,38,0.00,,
1938-03-19,,66,33,0.00,,
1938-03-20,,67,45,0.00,,
1938-03-21,,65,41,0.00,,
1938-03-22,,64,36,0.00,,
1938-03-23,,64,40,0.00,,
1938-03-24,,63,34,0.00,,
1938-03-25,,68,35,0.08,,
1938-03-26,,50,47,0.13,,
1938-03-27,,48,36,0.26,,
1938-03-28,,56,42,0.00,,
1938-03-29,,61,39,,,
1938-03-30,,62,36,,,
1938-03-31,,66,44,,,
1938-04-01,,68,42,0.00,,
1938-04-02,,72,40,0.00,,
1938-04-03,,67,40,0.01,,
1938-04-04,,52,33,0.00,,
1938-04-05,,54,32,0.00,,
1938-04-06,,59,31,0.00,,
1938-04-07,,63,37,0.00,,
1938-04-08,,62,39,0.00,,
1938-04-09,,55,35,0.00,,
1938-04-10,,48,31,0.00,,
1938-04-11,,52,30,0.00,,
1938-04-12,,57,30,0.00,,
1938-04-13,,63,32,0.00,,
1938-04-14,,58,42,0.00,,
1938-04-15,,64,37,0.00,,
1938-04-16,,71,36,0.00,,
1938-04-17,,65,41,0.00,,
1938-04-18,,54,35,0.00,,
1938-04-19,,52,30,0.01,,
1938-04-20,,50,34,0.00,,
1938-04-21,,51,31,,,
1938-04-22,,49,26,,,
1938-04-23,,55,28,,,
1938-04-24,,58,31,,,
1938-04-25,,57,33,,,
1938-04-26,,62,34,,,
1938-04-27,,62,31,,,
1938-04-28,,64,31,,,
1938-04-29,,65,38,,,
1938-04-30,,53,41,,,
1938-05-01,,53,25,0.27,,
1938-05-02,,55,37,0.00,,
1938-05-03,,57,34,0.04,,
1938-05-04,,66,38,0.00,,
1938-05-05,,62,43,0.07,,
1938-05-06,,65,41,0.00,,
1938-05-07,,67,46,0.03,,
1938-05-08,,67,45,0.00,,
1938-05-09,,63,39,0.00,,
1938-05-10,,70,50,0.00,,
1938-05-11,,71,48,0.00,,
1938-05-12,,73,42,0.00,,
1938-05-13,,77,43,0.00,,
1938-05-14,,79,49,0.00,,
1938-05-15,,67,57,0.03,,
1938-05-16,,67,52,0.24,,
1938-05-17,,58,53,0.19,,
1938-05-18,,64,50,0.59,,
1938-05-19,,53,48,0.31,,
1938-05-20,,55,45,0.02,,
1938-05-21,,49,43,0.13,,
1938-05-22,,51,42,0.31,,
1938-05-23,,57,49,0.02,,
1938-05-24,,60,52,0.00,,
1938-05-25,,62,43,0.00,,
1938-05-26,,68,40,0.00,,
1938-05-27,,66,54,0.15,,
1938-05-28,,62,47,0.07,,
1938-05-29,,66,50,0.11,,
1938-05-30,,67,54,0.00,,
1938-05-31,,73,55,,,
1938-06-01,,78,50,0.47,,
1938-06-02,,57,52,0.39,,
1938-06-03,,63,42,0.00,,
1938-06-04,,75,41,0.00,,
1938-06-05,,76,38,0.12,,
1938-06-06,,76,49,0.00,,
1938-06-07,,86,51,0.00,,
1938-06-08,,88,56,0.00,,
1938-06-09,,82,62,0.25,,
1938-06-10,,72,61,0.00,,
1938-06-11,,70,54,0.22,,
1938-06-12,,56,,1.41,,
1938-06-13,,,49,0.58,,
1938-06-14,,64,49,0.00,,
1938-06-15,,73,48,0.00,,
1938-06-16,,68,54,0.00,,
1938-06-17,,72,48,0.00,,
1938-06-18,,81,50,0.00,,
1938-06-19,,75,62,0.00,,
1938-06-20,,75,54,0.00,,
1938-06-21,,86,53,0.00,,
1938-06-22,,81,63,0.15,,
1938-06-23,,84,58,0.23,,
1938-06-24,,81,59,0.00,,
1938-06-25,,89,62,0.27,,
1938-06-26,,80,64,0.00,,
1938-06-27,,83,58,0.00,,
1938-06-28,,80,62,0.00,,
1938-06-29,,82,62,0.00,,
1938-06-30,,81,60,0.17,,
1938-07-01,,61,57,1.70,,
1938-07-02,,66,55,0.11,,
1938-07-03,,67,52,0.23,,
1938-07-04,,74,55,0.16,,
1938-07-05,,70,57,0.33,,
1938-07-06,,70,53,0.00,,
1938-07-07,,82,49,0.00,,
1938-07-08,,79,54,1.16,,
1938-07-09,,67,51,0.00,,
1938-07-10,,66,54,0.00,,
1938-07-11,,74,51,0.00,,
1938-07-12,,78,58,0.25,,
1938-07-13,,71,59,0.00,,
1938-07-14,,78,54,0.00,,
1938-07-15,,83,59,0.00,,
1938-07-16,,74,64,0.00,,
1938-07-17,,73,55,0.00,,
1938-07-18,,74,56,0.00,,
1938-07-19,,75,55,0.00,,
1938-07-20,,79,56,0.00,,
1938-07-21,,82,57,0.00,,
1938-07-22,,82,60,0.00,,
1938-07-23,,76,59,0.54,,
1938-07-24,,71,59,0.29,,
1938-07-25,,80,55,0.00,,
1938-07-26,,84,59,0.11,,
1938-07-27,,76,58,0.00,,
1938-07-28,,81,56,,,
1938-07-29,,82,62,,,
1938-07-30,,87,61,,,
